# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon Mar 01 09:06:43 CET 2021 [seed=1614585993771]
# TreeTime_270221.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate1	coordinates.traitLikelihood1
37450000	-328739.0749540181	-32442.171164553703	-296296.9037894644	1.784193245649456E-10	-5.362003863062602E-11	-5.362003863062602E-11	2.7974985997635596E-10	0.24000552430035985	5.9473576174344635E9	1.1399381762834008E9	1.1399381762834008E9	3.793115496603022E9	472629.06866880576	-296296.9037894644
37460000	-328750.14099465706	-32435.8017216181	-296314.33927303896	1.7934827363140887E-10	-5.2098134237985454E-11	-5.2098134237985454E-11	2.78795940641996E-10	0.23298627994478405	5.895782081637852E9	1.1017350023811994E9	1.1017350023811994E9	3.7927321883303757E9	472624.27489905915	-296314.33927303896
37470000	-328749.2410894319	-32463.91800019148	-296285.32308924047	1.8018725942125876E-10	-5.4985027876062755E-11	-5.4985027876062755E-11	2.815441252939801E-10	0.24412326780643884	5.901488033669694E9	1.1525492982769659E9	1.1525492982769659E9	3.776931783548858E9	472389.70761210914	-296285.32308924047
37480000	-328731.23049037036	-32413.96652299861	-296317.2639673718	1.8205218857276222E-10	-5.589768356129351E-11	-5.589768356129351E-11	2.809491580077275E-10	0.2471621652862052	5.850321478674749E9	1.1639807752611423E9	1.1639807752611423E9	3.79094864209446E9	471218.0174626417	-296317.2639673718
37490000	-328760.1559124442	-32431.697223917843	-296328.4586885264	1.7817687551660434E-10	-5.468994705258473E-11	-5.468994705258473E-11	2.7950657569049294E-10	0.2450675554180959	5.971008019717013E9	1.1683235417347984E9	1.1683235417347984E9	3.8063346095150614E9	473358.8984200246	-296328.4586885264
37500000	-328786.671448692	-32432.950288609216	-296353.7211600828	1.7841595158837477E-10	-5.3412317895573456E-11	-5.3412317895573456E-11	2.7313480104454165E-10	0.24195581578586972	5.95340809583413E9	1.1642065550076773E9	1.1642065550076773E9	3.8888598836549E9	476275.10299630626	-296353.7211600828
37510000	-328754.8326037798	-32401.624548662945	-296353.2080551169	1.80824507414573E-10	-4.921607199136657E-11	-4.921607199136657E-11	2.733797959273903E-10	0.22135793576366514	5.815162952051339E9	1.046893306503532E9	1.0468933065035322E9	3.846385109671538E9	472083.87830421154	-296353.2080551169
37520000	-328715.21840864874	-32371.861758649786	-296343.356649999	1.7958042541210655E-10	-5.3053232390604145E-11	-5.3053232390604145E-11	2.69138694527802E-10	0.24132053566812078	5.912875502877576E9	1.1655594848642972E9	1.1655594848642972E9	3.9453141439901376E9	471912.7210575251	-296343.356649999
37530000	-328729.7916873702	-32413.635835324323	-296316.1558520459	1.8490869951292786E-10	-5.5007698533593445E-11	-5.5007698533593445E-11	2.744478812476712E-10	0.24418268318034933	5.750977459534269E9	1.1526707108446171E9	1.1526707108446171E9	3.874709318710279E9	473395.3037149443	-296316.1558520459
37540000	-328674.27602905885	-32385.66530798375	-296288.6107210751	1.791933245192471E-10	-5.098142056888925E-11	-5.098142056888925E-11	2.8010247243394135E-10	0.22755823053237392	5.885323239524012E9	1.0711870432660766E9	1.0711870432660767E9	3.765088640584597E9	473730.505594244	-296288.6107210751
37550000	-328637.7587100109	-32333.947880196873	-296303.81082981406	1.8014770358790608E-10	-5.1386312554996115E-11	-5.1386312554996115E-11	2.748748267564362E-10	0.2309221565333535	5.863681610972331E9	1.0961825043782482E9	1.0961825043782482E9	3.842944765994528E9	472728.4920928913	-296303.81082981406
37560000	-328607.15242313227	-32351.283093185048	-296255.8693299472	1.823064491329656E-10	-5.5276962011590176E-11	-5.5276962011590176E-11	2.79439232243225E-10	0.24490602003958667	5.835262436523558E9	1.1542959714068286E9	1.1542959714068289E9	3.8069313532741385E9	473113.79386558465	-296255.8693299472
37570000	-328636.7427085542	-32351.836156383135	-296284.90655217104	1.837691300931856E-10	-5.1243866872595954E-11	-5.1243866872595954E-11	2.762516952702172E-10	0.22743282118278965	5.738434839196386E9	1.0644625752222447E9	1.0644625752222447E9	3.817341926043342E9	471936.45663570653	-296284.90655217104
37580000	-328732.44282752887	-32451.385790406155	-296281.0570371227	1.8195155915624357E-10	-5.179350786237301E-11	-5.179350786237301E-11	2.8000607256729955E-10	0.22946355098029045	5.801434233662274E9	1.0731075467015352E9	1.0731075467015355E9	3.7698468268167605E9	473757.6242458666	-296281.0570371227
37590000	-328700.9156458342	-32416.660722543227	-296284.2549232909	1.8150711833009343E-10	-5.420587532140783E-11	-5.420587532140783E-11	2.7693144433771414E-10	0.24177611541364014	5.851477979342802E9	1.1453538132976232E9	1.1453538132976232E9	3.8351907221749506E9	471153.54169831803	-296284.2549232909
37600000	-328684.3664583102	-32378.29387827525	-296306.07258003496	1.7877337262994382E-10	-5.329119792389232E-11	-5.329119792389232E-11	2.7716861983585267E-10	0.23940434953689374	5.933764598445826E9	1.1408846493403008E9	1.1408846493403006E9	3.8272698773929043E9	473151.14290599804	-296306.07258003496
37610000	-328657.8520054372	-32318.48811142363	-296339.3638940136	1.8424574695750622E-10	-5.518122288068994E-11	-5.518122288068994E-11	2.791098018041812E-10	0.24333525815338833	5.769136056529183E9	1.1405833134721265E9	1.1405833134721267E9	3.808317641171346E9	470220.77571710915	-296339.3638940136
37620000	-328638.51704215753	-32302.531340922807	-296335.9857012347	1.8080166354418028E-10	-5.697985110710544E-11	-5.697985110710544E-11	2.8058562804295533E-10	0.2529806988436699	5.909100464487517E9	1.1999889908540876E9	1.1999889908540876E9	3.807661858808649E9	474027.41405411705	-296335.9857012347
37630000	-328614.5960476909	-32313.9385530367	-296300.6574946542	1.8119087902156157E-10	-4.876947562565997E-11	-4.876947562565997E-11	2.752711167466042E-10	0.2183733304761111	5.795406650105577E9	1.0267657090347396E9	1.0267657090347397E9	3.8146930837885923E9	471603.38195530715	-296300.6574946542
37640000	-328609.1694690429	-32284.272077660684	-296324.89739138226	1.8410278035264392E-10	-5.5660926224699804E-11	-5.5660926224699804E-11	2.808063153412538E-10	0.24480304743218534	5.778016543962131E9	1.1453081181159701E9	1.1453081181159701E9	3.7881943978869104E9	473664.6162489947	-296324.89739138226
37650000	-328612.7211766956	-32286.4697243436	-296326.251452352	1.8268986935197935E-10	-5.221768507976308E-11	-5.221768507976308E-11	2.761766303392574E-10	0.23247000175784807	5.7864715061642065E9	1.0940684824082837E9	1.094068482408284E9	3.827730543933078E9	474615.1201000309	-296326.251452352
37660000	-328562.5338091496	-32243.70966534748	-296318.8241438021	1.821459568316974E-10	-5.499383892119862E-11	-5.499383892119862E-11	2.757900841610222E-10	0.24536631798352893	5.841806443907905E9	1.1648836598400664E9	1.1648836598400662E9	3.8582294486335497E9	474143.2795347478	-296318.8241438021
37670000	-328598.14752606465	-32262.721451799927	-296335.42607426475	1.8471559915987293E-10	-5.4045520123790056E-11	-5.4045520123790056E-11	2.76025091350725E-10	0.2393501109483532	5.742719590522172E9	1.1244204853843782E9	1.124420485384378E9	3.843019794974364E9	471460.77788647136	-296335.42607426475
37680000	-328616.7426448786	-32312.081726602406	-296304.66091827623	1.8267809329785142E-10	-5.206878574497284E-11	-5.206878574497284E-11	2.7190126971122575E-10	0.23362999362558895	5.790153946088277E9	1.1088079344736958E9	1.1088079344736958E9	3.890141020289494E9	471188.75168809143	-296304.66091827623
37690000	-328646.47451955767	-32327.794490882094	-296318.6800286756	1.8360946138381725E-10	-5.3432331786149325E-11	-5.3432331786149325E-11	2.8372150133174894E-10	0.23410488401106697	5.762136899627276E9	1.0851641809765286E9	1.0851641809765286E9	3.7289484497803645E9	471002.0833470388	-296318.6800286756
37700000	-328650.7235170495	-32329.01240266143	-296321.7111143881	1.7853820973301712E-10	-5.434668181166125E-11	-5.434668181166125E-11	2.773288930731427E-10	0.244236116634272	5.956345578459134E9	1.1672336564926155E9	1.1672336564926157E9	3.834563591067289E9	473305.49157598487	-296321.7111143881
37710000	-328689.86858787393	-32395.720477657764	-296294.1481102162	1.8175876198543844E-10	-5.275751906243442E-11	-5.275751906243442E-11	2.780108808539532E-10	0.23469605503659455	5.822515207423525E9	1.1049260234110472E9	1.1049260234110472E9	3.806660920939418E9	472457.7661104936	-296294.1481102162
37720000	-328689.22426936403	-32395.747838442716	-296293.4764309213	1.8301628137572603E-10	-5.3398107251632475E-11	-5.3398107251632475E-11	2.8197714435125863E-10	0.23505746376035128	5.783547371246994E9	1.0952323229432886E9	1.0952323229432886E9	3.7537912353897333E9	472586.24501859833	-296293.4764309213
37730000	-328671.185443949	-32402.064791231118	-296269.1206527179	1.8058216939819988E-10	-5.2417619786702517E-11	-5.2417619786702517E-11	2.7839500155839607E-10	0.23378096477974034	5.857794493667538E9	1.1029351922229018E9	1.1029351922229016E9	3.7996847344021983E9	472976.56249763723	-296269.1206527179
37740000	-328702.77755801374	-32428.222889367455	-296274.5546686463	1.846518253942407E-10	-5.427189580320109E-11	-5.427189580320109E-11	2.789442388506957E-10	0.2391329886940482	5.744069959289667E9	1.1175766439963129E9	1.1175766439963129E9	3.802383614535847E9	470656.0888110542	-296274.5546686463
37750000	-328730.6122875265	-32468.522737590072	-296262.0895499364	1.8102183118769342E-10	-5.5308647996291965E-11	-5.5308647996291965E-11	2.7955215474515746E-10	0.24586467962623956	5.879615020964829E9	1.1632661456131659E9	1.1632661456131656E9	3.8072991379514985E9	474089.9439329988	-296262.0895499364
37760000	-328732.17814248597	-32466.7576402037	-296265.4205022823	1.8439667073594172E-10	-5.7267694196343034E-11	-5.7267694196343034E-11	2.79786012215648E-10	0.25212746672253816	5.791229802821346E9	1.185371544282556E9	1.185371544282556E9	3.816786574319298E9	474063.83692730527	-296265.4205022823
37770000	-328720.94782698527	-32463.619644212315	-296257.32818277297	1.830682086117654E-10	-5.4802298612153845E-11	-5.4802298612153845E-11	2.7971784680209714E-10	0.24217662394324585	5.802774828453615E9	1.1368791893818505E9	1.1368791893818505E9	3.7977683761238046E9	473266.01937358506	-296257.32818277297
37780000	-328657.4771077697	-32372.61926075853	-296284.8578470112	1.8107706971984508E-10	-5.245576845686443E-11	-5.245576845686443E-11	2.788364076023152E-10	0.2334461872765087	5.840818178915518E9	1.09879699220918E9	1.09879699220918E9	3.793042127098621E9	471567.95239015715	-296284.8578470112
37790000	-328652.9816369256	-32350.257580354497	-296302.7240565711	1.812304911701491E-10	-5.181086805583722E-11	-5.181086805583722E-11	2.761784223246758E-10	0.23158496612415297	5.830536259330254E9	1.0938042960930624E9	1.0938042960930624E9	3.8260445590552387E9	470915.37261690584	-296302.7240565711
37800000	-328666.34416666126	-32368.227938789267	-296298.116227872	1.7906619547393152E-10	-5.5068198286186815E-11	-5.5068198286186815E-11	2.76092338752387E-10	0.24766628311790279	5.949458354552811E9	1.1866535444062276E9	1.1866535444062276E9	3.858661480773008E9	473215.5763674682	-296298.116227872
37810000	-328715.44602710835	-32444.441472947656	-296271.0045541607	1.793455231877517E-10	-5.580055324699475E-11	-5.580055324699475E-11	2.7968696518211784E-10	0.24914783716417743	5.944853863420611E9	1.186062190404194E9	1.186062190404194E9	3.8120579760149093E9	471441.4054275012	-296271.0045541607
37820000	-328675.991965071	-32378.297140032693	-296297.6948250383	1.8409583316754562E-10	-5.460983726117654E-11	-5.460983726117654E-11	2.8033303993124956E-10	0.2403874329116154	5.765095987612646E9	1.123060463211184E9	1.1230604632111838E9	3.7859616882502E9	475444.6978568679	-296297.6948250383
37830000	-328690.3336754346	-32394.473144854735	-296295.86053057987	1.8137755924862877E-10	-5.405677633769026E-11	-5.405677633769026E-11	2.817847169817998E-10	0.2391110513370421	5.847698056050626E9	1.121805714987346E9	1.121805714987346E9	3.7640125127791066E9	474559.40863432817	-296295.86053057987
37840000	-328650.8767720859	-32352.920644800935	-296297.95612728497	1.80659960360067E-10	-5.182167349548425E-11	-5.182167349548425E-11	2.776846042778094E-10	0.23136868461675852	5.848330538581158E9	1.0914190811990998E9	1.0914190811990995E9	3.80488924123286E9	472560.59772437427	-296297.95612728497
37850000	-328657.0970609583	-32359.159188275764	-296297.9378726825	1.8037413400311034E-10	-5.320350756263632E-11	-5.320350756263632E-11	2.828025345738921E-10	0.23556539215005895	5.869750821065462E9	1.10427345592884E9	1.1042734559288397E9	3.743782645933439E9	473894.75416474504	-296297.9378726825
37860000	-328661.707624196	-32342.48246183377	-296319.2251623623	1.8322836305974572E-10	-5.691481261191021E-11	-5.691481261191021E-11	2.80842003532557E-10	0.25089842100048093	5.82431079357391E9	1.1803418051436768E9	1.1803418051436768E9	3.7999263615637965E9	471674.8945638683	-296319.2251623623
37870000	-328697.50381387916	-32368.925778185836	-296328.5780356933	1.7832325091396175E-10	-5.60539225069202E-11	-5.60539225069202E-11	2.7988113546211826E-10	0.25090840446209844	5.984551272471853E9	1.1985715747220552E9	1.1985715747220554E9	3.812992384807979E9	472759.7804333078	-296328.5780356933
37880000	-328692.84857553587	-32362.463440792206	-296330.38513474364	1.7916462183685434E-10	-5.501900790228772E-11	-5.501900790228772E-11	2.807846205552642E-10	0.24530136683039272	5.938813875439287E9	1.163694959135767E9	1.163694959135767E9	3.7894715887514963E9	473013.5484727047	-296330.38513474364
37890000	-328688.32405460987	-32359.596251228057	-296328.7278033818	1.813916696113796E-10	-5.824001494183426E-11	-5.824001494183426E-11	2.831922543383682E-10	0.2569639048612174	5.902689570237573E9	1.2139199554409194E9	1.2139199554409194E9	3.780819213592477E9	474367.8687977947	-296328.7278033818
37900000	-328645.1157635966	-32313.414173797028	-296331.7015897996	1.8256192416387178E-10	-5.583502641031788E-11	-5.583502641031788E-11	2.774158142337025E-10	0.24810528550318667	5.836890435770924E9	1.1747813747952094E9	1.1747813747952094E9	3.841143490797375E9	472951.54693622293	-296331.7015897996
37910000	-328607.43721541035	-32271.600667053484	-296335.83654835686	1.7970631777271998E-10	-5.3933431184231583E-11	-5.3933431184231583E-11	2.8040721749885113E-10	0.24026017208994285	5.905531125644158E9	1.135867897453716E9	1.135867897453716E9	3.7847144682930493E9	472585.0915699511	-296335.83654835686
37920000	-328561.2074730878	-32223.350142330666	-296337.85733075714	1.80408975037277E-10	-5.4037500640355014E-11	-5.4037500640355014E-11	2.768583568809086E-10	0.24178946013559358	5.887136075288806E9	1.1490573122743728E9	1.1490573122743728E9	3.836229461206739E9	471809.02956848056	-296337.85733075714
37930000	-328523.5623853281	-32193.13686251079	-296330.4255228173	1.812609235833872E-10	-5.515175654046261E-11	-5.515175654046261E-11	2.800713657465509E-10	0.24477829200282242	5.86853015816528E9	1.1556331211180947E9	1.155633121118095E9	3.7980862260250545E9	473063.92916286987	-296330.4255228173
37940000	-328556.3636758736	-32235.283228235694	-296321.08044763794	1.844229525115639E-10	-5.50002924049719E-11	-5.50002924049719E-11	2.813272906037943E-10	0.241463549971306	5.758038994265286E9	1.1257131424545476E9	1.1257131424545476E9	3.774658866973063E9	473504.9668399566	-296321.08044763794
37950000	-328556.3227703882	-32219.882875628235	-296336.43989475997	1.8128883400183478E-10	-5.26843734339416E-11	-5.26843734339416E-11	2.8065672920093645E-10	0.23356542917466744	5.834339119081974E9	1.0952115837917454E9	1.0952115837917454E9	3.768662661611799E9	472800.62563308177	-296336.43989475997
37960000	-328570.18190534576	-32202.54110735649	-296367.64079798927	1.8387662106288004E-10	-5.385748352516312E-11	-5.385748352516312E-11	2.7341518398711473E-10	0.2401991606044447	5.771414728293024E9	1.1368566628712695E9	1.1368566628712695E9	3.8813800445006523E9	474433.9669323258	-296367.64079798927
37970000	-328534.94778075226	-32145.95946821721	-296388.98831253505	1.8228742539276586E-10	-5.3372153910742005E-11	-5.3372153910742005E-11	2.8128378989606746E-10	0.2357024092661089	5.808538936834335E9	1.102140419281922E9	1.102140419281922E9	3.7642539176551657E9	472485.22347971034	-296388.98831253505
37980000	-328487.4913871649	-32085.648930997115	-296401.8424561678	1.7960959916866207E-10	-4.9196406407820684E-11	-4.9196406407820684E-11	2.7797349251910236E-10	0.22017444833451563	5.851282535879684E9	1.0355738276819278E9	1.0355738276819278E9	3.7807436290700326E9	473159.25609887607	-296401.8424561678
37990000	-328503.46066670085	-32080.699685168394	-296422.76098153245	1.8401947518983398E-10	-5.470733979007796E-11	-5.470733979007796E-11	2.7864576232933946E-10	0.2415947441088699	5.771052333819926E9	1.133047631276918E9	1.133047631276918E9	3.811240525909802E9	471587.06007485575	-296422.76098153245
38000000	-328493.6451740125	-32062.28530203045	-296431.3598719821	1.8101890942213557E-10	-5.5019588100224624E-11	-5.5019588100224624E-11	2.802333400823883E-10	0.24428424661885575	5.87486616907923E9	1.1534413309695904E9	1.1534413309695902E9	3.7949155750527935E9	472898.80044977623	-296431.3598719821
38010000	-328445.3600430356	-32015.768407803207	-296429.5916352324	1.818532243443226E-10	-5.496831128423273E-11	-5.496831128423273E-11	2.7501802759819906E-10	0.24579401885607532	5.852518303687582E9	1.1697525821244576E9	1.1697525821244578E9	3.8699256676172953E9	474390.37379389827	-296429.5916352324
38020000	-328413.28110442404	-31982.687151338272	-296430.5939530858	1.8605089431494928E-10	-5.322904465994302E-11	-5.322904465994302E-11	2.832905392342063E-10	0.23185515437173645	5.680224128464356E9	1.0672890970162238E9	1.0672890970162237E9	3.730483841313331E9	472637.3466113805	-296430.5939530858
38030000	-328431.58888417453	-31994.20364501447	-296437.38523916004	1.7835378891898044E-10	-5.340230585919457E-11	-5.340230585919457E-11	2.7612535442552347E-10	0.24063882412750198	5.951465267232306E9	1.1510061043555336E9	1.1510061043555334E9	3.8441467363218646E9	472672.45147153526	-296437.38523916004
38040000	-328398.8573125363	-31957.425455612294	-296441.43185692397	1.8419544341733496E-10	-5.553986379727755E-11	-5.553986379727755E-11	2.8006064254023436E-10	0.24453404320348265	5.774301253474671E9	1.145123078464547E9	1.1451230784645472E9	3.797748838115445E9	472051.435307936	-296441.43185692397
38050000	-328381.79038685263	-31942.357222504288	-296439.43316434836	1.8405612504487482E-10	-5.448197019841122E-11	-5.448197019841122E-11	2.8492393824816703E-10	0.2379102743256412	5.759097769167911E9	1.1012307177793303E9	1.1012307177793305E9	3.7202813693540106E9	473515.5987178474	-296439.43316434836
38060000	-328450.9541457497	-32015.68682908741	-296435.26731666224	1.8223238766698524E-10	-5.294008982306846E-11	-5.294008982306846E-11	2.7925851671176325E-10	0.23467600025699575	5.807324520144877E9	1.1009164030098403E9	1.1009164030098403E9	3.7896162513651714E9	473555.56547709566	-296435.26731666224
38070000	-328517.93350661686	-32090.828757285773	-296427.1047493311	1.7884472226875946E-10	-5.3033132655281045E-11	-5.3033132655281045E-11	2.8096028855157643E-10	0.23658475005285404	5.922964831041268E9	1.1179992062811162E9	1.1179992062811162E9	3.770251681033383E9	472732.6833257767	-296427.1047493311
38080000	-328571.04161330784	-32140.005813390228	-296431.0357999176	1.8005864800872576E-10	-5.124385880196907E-11	-5.124385880196907E-11	2.777025560255538E-10	0.2291632088835049	5.8615709713477545E9	1.0816231564891517E9	1.081623156489152E9	3.8005647460117407E9	473856.0812599337	-296431.0357999176
38090000	-328534.6697626412	-32117.171340029192	-296417.498422612	1.819259702600548E-10	-5.4791472308811243E-11	-5.4791472308811243E-11	2.840753167753676E-10	0.24101766289084936	5.835736423122948E9	1.125576816242374E9	1.1255768162423742E9	3.737290599584548E9	470690.9371366764	-296417.498422612
38100000	-328489.5792123222	-32050.320824672188	-296439.25838765	1.8404799380362155E-10	-5.2457643272538107E-11	-5.2457643272538107E-11	2.7727361299006866E-10	0.2322143001372894	5.743050677154749E9	1.0865329032556841E9	1.086532903255684E9	3.8121079898097663E9	471111.01869247534	-296439.25838765
38110000	-328481.91521662823	-32042.162787061767	-296439.75242956646	1.832382234834989E-10	-5.3121500334456386E-11	-5.3121500334456386E-11	2.8288335534517587E-10	0.23332356253549139	5.771580833751079E9	1.083821396336101E9	1.0838213963361013E9	3.7385522996837378E9	472722.7241681813	-296439.75242956646
38120000	-328491.44308913965	-32034.582240400567	-296456.8608487391	1.8204390604143254E-10	-5.515448962547932E-11	-5.515448962547932E-11	2.7803173894142773E-10	0.24515774019567652	5.844444998122369E9	1.1593905869988925E9	1.1593905869988925E9	3.8267055414369354E9	472327.1738722454	-296456.8608487391
38130000	-328497.5430841634	-32049.464869348623	-296448.07821481477	1.8359186547174192E-10	-5.490574594653261E-11	-5.490574594653261E-11	2.80709520889089E-10	0.2418591417322613	5.7852792138040085E9	1.131579255797253E9	1.131579255797253E9	3.783734159686119E9	470671.27376733837	-296448.07821481477
38140000	-328555.8285005025	-32099.867589187877	-296455.96091131464	1.824717698576241E-10	-5.372148229838362E-11	-5.372148229838362E-11	2.7984834802865E-10	0.23773261708616275	5.808582243707731E9	1.1150526718567734E9	1.1150526718567731E9	3.787416612744877E9	471310.23411567375	-296455.96091131464
38150000	-328492.0367182096	-32078.699184788882	-296413.33753342077	1.8029376231073768E-10	-5.387765867160627E-11	-5.387765867160627E-11	2.7702261607332357E-10	0.2410797601451227	5.888754784159388E9	1.1452939285569048E9	1.1452939285569048E9	3.8325598480393925E9	473511.496148811	-296413.33753342077
38160000	-328601.62565317977	-32185.47051646971	-296416.15513671003	1.8288903005893367E-10	-5.717612303840366E-11	-5.717612303840366E-11	2.805259427179723E-10	0.25242615964031156	5.8399095040492325E9	1.1902763113511846E9	1.1902763113511848E9	3.807331951117568E9	472842.32482833357	-296416.15513671003
38170000	-328548.7825551036	-32120.230827656193	-296428.5517274474	1.8160154739997863E-10	-5.492716907345766E-11	-5.492716907345766E-11	2.8068980954848695E-10	0.24328432108726408	5.852983042845547E9	1.1453489875375173E9	1.1453489875375173E9	3.786780785509698E9	473360.7066624218	-296428.5517274474
38180000	-328536.5885217504	-32104.996662246147	-296431.5918595043	1.8615449873811386E-10	-5.631127260218985E-11	-5.631127260218985E-11	2.845081722137926E-10	0.24468717189842795	5.7139888621273155E9	1.1309410972537584E9	1.1309410972537584E9	3.7386790127953653E9	473597.2520957632	-296431.5918595043
38190000	-328554.91609292984	-32136.193356621487	-296418.72273630835	1.7598682718388128E-10	-5.505801031118649E-11	-5.505801031118649E-11	2.836403679513078E-10	0.2464316086075724	6.049628569196067E9	1.1743057398614888E9	1.1743057398614888E9	3.7535381343058596E9	472570.80837442825	-296418.72273630835
38200000	-328589.5729605291	-32123.658733685777	-296465.91422684334	1.8288460311300483E-10	-5.585861605260371E-11	-5.585861605260371E-11	2.78057167652803E-10	0.24770487396385774	5.825359553827022E9	1.1702504396214588E9	1.1702504396214588E9	3.831473142682952E9	471827.7129302138	-296465.91422684334
38210000	-328518.2484675664	-32077.412480843934	-296440.83598672244	1.824934325901267E-10	-5.697516244255178E-11	-5.697516244255178E-11	2.806332806084082E-10	0.25176326693225787	5.850480441105273E9	1.1877852576012604E9	1.1877852576012607E9	3.80451760990001E9	471736.2122669022	-296440.83598672244
38220000	-328487.971356329	-32053.485687712007	-296434.48566861695	1.8118060653184254E-10	-5.5067822073448604E-11	-5.5067822073448604E-11	2.8484064289051914E-10	0.24240471737439614	5.863918658211645E9	1.1336627598038695E9	1.1336627598038695E9	3.729904301460685E9	470157.0339582176	-296434.48566861695
38230000	-328492.45474570163	-32058.682848111675	-296433.77189758996	1.7856775361313488E-10	-5.00352011287672E-11	-5.00352011287672E-11	2.7971259469328716E-10	0.22388145530975798	5.895620901508211E9	1.0546131392810199E9	1.0546131392810199E9	3.763748220530993E9	474476.03368295653	-296433.77189758996
38240000	-328438.41588200047	-32021.511045621137	-296416.90483637934	1.8145317456354878E-10	-5.885977211558637E-11	-5.885977211558637E-11	2.8706398106932557E-10	0.2578973854246868	5.903726817106006E9	1.210503713468729E9	1.210503713468729E9	3.731746381867166E9	470036.75361002266	-296416.90483637934
38250000	-328443.960998746	-32055.235648561455	-296388.72535018454	1.80235207490757E-10	-5.5784580641905036E-11	-5.5784580641905036E-11	2.833154797601113E-10	0.2468648205041753	5.908375152992565E9	1.1633541183976862E9	1.1633541183976862E9	3.7586976275864534E9	471333.23913237324	-296388.72535018454
38260000	-328564.780072651	-32167.84246512522	-296396.9376075258	1.799467032947618E-10	-5.21915694465872E-11	-5.21915694465872E-11	2.7780323790628926E-10	0.23343165961499066	5.877466128794473E9	1.1042138455363052E9	1.1042138455363052E9	3.8071214056905966E9	471879.148147173	-296396.9376075258
38270000	-328574.4373906031	-32187.580172340447	-296386.8572182627	1.7901107138013996E-10	-5.5072773966350935E-11	-5.5072773966350935E-11	2.7846937465262987E-10	0.24666542926727178	5.948155231732286E9	1.1763642195936046E9	1.1763642195936043E9	3.823708233970157E9	472698.6486084664	-296386.8572182627
38280000	-328587.8598606931	-32227.478553105208	-296360.3813075879	1.7910760157966521E-10	-5.494504813384261E-11	-5.494504813384261E-11	2.799765767439556E-10	0.2453639188793301	5.9408985547404E9	1.1658938074202113E9	1.1658938074202113E9	3.800532543623311E9	471612.11871806614	-296360.3813075879
38290000	-328573.30742641265	-32176.983873240773	-296396.3235531719	1.8130309437829164E-10	-5.310918647758267E-11	-5.310918647758267E-11	2.7809334702849236E-10	0.2365221081087238	5.842469209023474E9	1.115772060090929E9	1.115772060090929E9	3.809000674501279E9	472165.0122668391	-296396.3235531719
38300000	-328585.85073533095	-32160.143232931587	-296425.7075023994	1.8490066823142045E-10	-5.392286174302745E-11	-5.392286174302745E-11	2.8188970124896213E-10	0.2361914039009289	5.727845015132708E9	1.0956831465215764E9	1.0956831465215764E9	3.7570807522644377E9	471617.23531964695	-296425.7075023994
38310000	-328585.3208281231	-32136.503547453325	-296448.81728066975	1.8177103361845568E-10	-5.2096781294694004E-11	-5.2096781294694004E-11	2.7732176151278804E-10	0.23203664562384488	5.814484279644628E9	1.0922904650744991E9	1.0922904650744991E9	3.8111138906080008E9	474409.74727235007	-296448.81728066975
38320000	-328576.7025023861	-32127.626729327018	-296449.0757730591	1.793209175503504E-10	-5.373804033652316E-11	-5.373804033652316E-11	2.772930762810743E-10	0.24098878709308635	5.920426560902544E9	1.1473496764005516E9	1.1473496764005513E9	3.828643460662452E9	472618.7964573321	-296449.0757730591
38330000	-328576.7617253024	-32145.277188193882	-296431.4845371085	1.802533891330333E-10	-5.4081749036798006E-11	-5.4081749036798006E-11	2.8475000283213404E-10	0.23871358794832537	5.8829828325290365E9	1.1173380086819155E9	1.1173380086819155E9	3.724065261554904E9	474538.58663481683	-296431.4845371085
38340000	-328581.1689153783	-32154.110465553025	-296427.0584498253	1.7713647696643014E-10	-5.37054310728322E-11	-5.37054310728322E-11	2.8091142380018657E-10	0.24075732256875593	5.9927276130699005E9	1.1457064131037664E9	1.1457064131037664E9	3.7788803404226E9	472636.1722098903	-296427.0584498253
38350000	-328636.0567806205	-32203.292332610337	-296432.76444801013	1.7840951186756366E-10	-5.24304400342736E-11	-5.24304400342736E-11	2.7475292911251175E-10	0.23681179767335928	5.938089342234473E9	1.1331512940802565E9	1.1331512940802565E9	3.8558701608607917E9	471587.6985660883	-296432.76444801013
38360000	-328630.37667245616	-32224.955591286332	-296405.4210811698	1.8141363084761447E-10	-5.640487178806508E-11	-5.640487178806508E-11	2.7313052125520854E-10	0.25339412525062727	5.890484626085566E9	1.2164588145514286E9	1.2164588145514283E9	3.912467191726771E9	473679.39214659896	-296405.4210811698
38370000	-328619.1456783092	-32207.04417531641	-296412.1015029928	1.792021257455395E-10	-5.336364028158934E-11	-5.336364028158934E-11	2.770210095662771E-10	0.23950661653647976	5.919875232664424E9	1.1403687139917593E9	1.1403687139917593E9	3.8295081932694573E9	471699.3714091452	-296412.1015029928
