# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon Mar 01 09:06:43 CET 2021 [seed=1614585993771]
# TreeTime_270221.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate1	coordinates.traitLikelihood1
4070000	-356029.90597166156	-55029.37474294195	-301000.5312287196	4.6290770439005554E-11	-1.2747631904084953E-11	-1.2747631904084953E-11	7.11273433934678E-11	0.22215905321820087	2.272411929059971E10	4.0726771764638233E9	4.0726771764638224E9	1.4789206784944183E10	478879.59632917406	-301000.5312287196
4080000	-355970.5880567633	-54988.04167259927	-300982.546384164	4.754882337909707E-11	-1.3532255291270305E-11	-1.3532255291270305E-11	7.240917239276541E-11	0.23062347046616646	2.221243132440491E10	4.1511908144898057E9	4.151190814489806E9	1.4586204191583572E10	479649.22134453984	-300982.546384164
4090000	-355947.1998932434	-54964.86656866503	-300982.33332457836	4.673527500818052E-11	-1.4026713389040091E-11	-1.4026713389040091E-11	7.20332358850544E-11	0.2417503210066723	2.2725250615730343E10	4.425187528568232E9	4.425187528568232E9	1.4744177796632092E10	479574.16031793883	-300982.33332457836
4100000	-355928.948319254	-54956.91820626027	-300972.0301129937	4.74205936431466E-11	-1.3337060709019817E-11	-1.3337060709019817E-11	7.22633000244286E-11	0.22783358272594434	2.2242448633993225E10	4.105111275689602E9	4.1051112756896024E9	1.4595930686041128E10	478995.8402894978	-300972.0301129937
4110000	-355922.3037195492	-54957.32259020711	-300964.9811293421	4.671376592372698E-11	-1.3892729983851563E-11	-1.3892729983851563E-11	7.289951917990073E-11	0.23806898639597399	2.2693141633669674E10	4.324715618821207E9	4.324715618821208E9	1.4541688591020306E10	480441.4499450975	-300964.9811293421
4120000	-355904.02159642935	-54950.08537063144	-300953.9362257979	4.709692789323513E-11	-1.3077566554482178E-11	-1.3077566554482178E-11	7.243185811966305E-11	0.223906053906081	2.2353474756315937E10	4.0359181917811446E9	4.0359181917811446E9	1.453476434391879E10	479112.0142129291	-300953.9362257979
4130000	-355912.67776160495	-54963.12737606398	-300949.550385541	4.6822476574994176E-11	-1.4429715721936881E-11	-1.4429715721936881E-11	7.337928924974864E-11	0.24617493631182627	2.273505627963708E10	4.47074920446334E9	4.470749204463339E9	1.450697670920992E10	478054.58226483915	-300949.550385541
4140000	-355881.97582899855	-54940.64853610521	-300941.3272928933	4.756876632992532E-11	-1.3653427688231138E-11	-1.3653427688231138E-11	7.284762318869496E-11	0.231938613718398	2.221739374859215E10	4.1640834071088347E9	4.164083407108835E9	1.4507734987443409E10	477827.88058454375	-300941.3272928933
4150000	-355876.5329912823	-54945.825296920084	-300930.7076943622	4.734474486182607E-11	-1.3946495663191707E-11	-1.3946495663191707E-11	7.404559049534162E-11	0.23554809999436316	2.2362399299085033E10	4.2119605334617677E9	4.211960533461768E9	1.4298516390115993E10	480845.73173221585	-300930.7076943622
4160000	-355900.30965030927	-54976.10337872954	-300924.2062715797	4.8481396638321696E-11	-1.3279393547639759E-11	-1.3279393547639759E-11	7.289583327709799E-11	0.2233774496831456	2.170972938460692E10	3.954849369991747E9	3.954849369991747E9	1.4438657929937265E10	478353.19657079055	-300924.2062715797
4170000	-355866.4013248318	-54944.94143805972	-300921.4598867721	4.8343771265219576E-11	-1.408264989687778E-11	-1.408264989687778E-11	7.342588519805525E-11	0.23636845904871226	2.1909259443101547E10	4.202066197837742E9	4.202066197837742E9	1.442510668071192E10	480024.45912009326	-300921.4598867721
4180000	-355836.74930906564	-54921.21234568703	-300915.5369633786	4.818897951567692E-11	-1.4245401479206326E-11	-1.4245401479206326E-11	7.34094865754895E-11	0.23951059820256382	2.201450171783963E10	4.272001208083803E9	4.2720012080838027E9	1.4451216345695227E10	478470.60664563795	-300915.5369633786
4190000	-355811.08280945325	-54902.10602322623	-300908.976786227	4.798701618625102E-11	-1.4016175853789705E-11	-1.4016175853789705E-11	7.326127740982178E-11	0.23639071868858616	2.2072387849758984E10	4.2228375009715204E9	4.2228375009715204E9	1.4457679014938858E10	481575.50918678334	-300908.976786227
4200000	-355793.99380026874	-54882.16016446417	-300911.8336358046	4.7483480010567813E-11	-1.4223554388635644E-11	-1.4223554388635644E-11	7.243132933822199E-11	0.2425345641388503	2.237619102091286E10	4.394078817886671E9	4.394078817886671E9	1.4669058662347126E10	480523.9796311475	-300911.8336358046
4210000	-355782.8807155648	-54889.03669351636	-300893.84402204846	4.730428213164492E-11	-1.3241955409440479E-11	-1.3241955409440479E-11	7.437665303663724E-11	0.22324594410699433	2.2248576518048283E10	3.961117449455482E9	3.9611174494554815E9	1.415031327261819E10	479784.999334	-300893.84402204846
4220000	-355780.39670069644	-54902.53272290183	-300877.8639777946	4.723352949491426E-11	-1.4072199805531974E-11	-1.4072199805531974E-11	7.410338646007526E-11	0.23785800152194433	2.2441034742136654E10	4.2615424182317586E9	4.261542418231759E9	1.4303924921976242E10	479184.176857878	-300877.8639777946
4230000	-355739.7468490293	-54860.66375039318	-300879.0830986361	4.795715091406154E-11	-1.4093226086792022E-11	-1.4093226086792022E-11	7.28960243168509E-11	0.23835914035677594	2.210801635703809E10	4.2742148940241947E9	4.2742148940241942E9	1.454451716374234E10	479496.0855827256	-300879.0830986361
4240000	-355703.29420795623	-54835.61375257927	-300867.680455377	4.718134279510123E-11	-1.3627291604826836E-11	-1.3627291604826836E-11	7.41765987092148E-11	0.23035144620380404	2.2382472593740646E10	4.11197717581593E9	4.11197717581593E9	1.4236769148543432E10	478794.92519150005	-300867.680455377
4250000	-355685.53563072544	-54814.460449230064	-300871.0751814954	4.7849783576976946E-11	-1.3790329125975264E-11	-1.3790329125975264E-11	7.368020131669717E-11	0.2322518812822708	2.2090308010737858E10	4.134524777597319E9	4.134524777597318E9	1.4346003927421804E10	478516.84613747126	-300871.0751814954
4260000	-355686.61612246506	-54807.34072560431	-300879.2753968607	4.8217826698345586E-11	-1.3795366308948752E-11	-1.3795366308948752E-11	7.359255239185342E-11	0.23158609946275635	2.191454091837783E10	4.1080124229382567E9	4.1080124229382567E9	1.4358403151310148E10	479201.23195267556	-300879.2753968607
4270000	-355658.6121730977	-54787.23383288639	-300871.3783402113	4.770123425894832E-11	-1.358877940350476E-11	-1.358877940350476E-11	7.467857059394871E-11	0.22767620402396876	2.2109917877079876E10	4.0231996176636815E9	4.0231996176636815E9	1.4122798062583132E10	479234.7530986208	-300871.3783402113
4280000	-355663.34898383083	-54798.97370969232	-300864.3752741385	4.796544292459611E-11	-1.3940827060575979E-11	-1.3940827060575979E-11	7.603149765592562E-11	0.23084875542531968	2.202191605505114E10	4.037849216851022E9	4.0378492168510213E9	1.3892807457364069E10	477923.89007702534	-300864.3752741385
4290000	-355625.2110855083	-54762.96077125728	-300862.250314251	4.806003392136519E-11	-1.4188209452845881E-11	-1.4188209452845881E-11	7.451268605700012E-11	0.237093935192808	2.2046628388888134E10	4.197972155658408E9	4.1979721556584077E9	1.421988340899644E10	480700.99686841323	-300862.250314251
4300000	-355621.2364277791	-54775.52440071942	-300845.71202705964	4.833906359440784E-11	-1.44822565278359E-11	-1.44822565278359E-11	7.517442373971688E-11	0.24024373194717163	2.195434245455082E10	4.229475977463088E9	4.229475977463088E9	1.4117199750787697E10	478242.6466360655	-300845.71202705964
4310000	-355606.3990526093	-54774.46722134655	-300831.9318312627	4.830430526210342E-11	-1.4317457974125766E-11	-1.4317457974125766E-11	7.530661421598052E-11	0.23738672875262878	2.1938369517417366E10	4.1709707288873262E9	4.170970728887326E9	1.4072040140894749E10	478708.86334920366	-300831.9318312627
4320000	-355536.9130929152	-54714.349119399034	-300822.56397351617	4.805536446833257E-11	-1.4554551188870267E-11	-1.4554551188870267E-11	7.561608556059917E-11	0.2414464278396097	2.2097537700741383E10	4.253324424677909E9	4.253324424677909E9	1.4043377413537622E10	478928.4483404275	-300822.56397351617
4330000	-355529.0872895167	-54718.28039542273	-300810.806894094	4.7955549174770065E-11	-1.3952286588984556E-11	-1.3952286588984556E-11	7.431208561444269E-11	0.2337201890175204	2.205754002912412E10	4.1413602833201346E9	4.1413602833201346E9	1.4234312451264847E10	479153.4208487005	-300810.806894094
4340000	-355471.3064229339	-54671.06751503006	-300800.23890790384	4.8411106571626584E-11	-1.3923337770018908E-11	-1.3923337770018908E-11	7.565144318611824E-11	0.2300711934730652	2.1810929466785305E10	4.014212092385232E9	4.014212092385232E9	1.395731775063514E10	479749.4788180868	-300800.23890790384
4350000	-355456.13150359737	-54661.67839223589	-300794.4531113615	4.981772718833631E-11	-1.479883281287985E-11	-1.479883281287985E-11	7.389394537345939E-11	0.24391082841516193	2.1342919347332703E10	4.274373137929645E9	4.2743731379296446E9	1.4388942532089735E10	478555.6241201861	-300794.4531113615
4360000	-355447.0107210108	-54670.73356528844	-300776.2771557224	4.794207720859259E-11	-1.3730167798560592E-11	-1.3730167798560592E-11	7.558455728442773E-11	0.22808718460790464	2.200319270747824E10	3.996947773880558E9	3.996947773880558E9	1.3956273629385855E10	477409.07518165547	-300776.2771557224
4370000	-355437.03730507294	-54681.01559704419	-300756.02170802874	4.8600860926381635E-11	-1.431621926820449E-11	-1.431621926820449E-11	7.541886099039452E-11	0.23646473167067586	2.1794414279633503E10	4.137076714657078E9	4.1370767146570783E9	1.4044594196554081E10	478168.29069838923	-300756.02170802874
4380000	-355434.6438428356	-54676.417077224636	-300758.226765611	4.913617485297028E-11	-1.457852557843361E-11	-1.457852557843361E-11	7.591168102470874E-11	0.23870341183459573	2.1581291865754997E10	4.1445981861229315E9	4.144598186122932E9	1.3969156213568272E10	479870.077762059	-300758.226765611
4390000	-355432.9641105349	-54681.68184607165	-300751.2822644632	4.786364054545154E-11	-1.358737869493954E-11	-1.358737869493954E-11	7.39831890272441E-11	0.22833174299342135	2.20418458503727E10	4.0480940419344306E9	4.0480940419344306E9	1.4260036646325016E10	479154.0873824001	-300751.2822644632
4400000	-355399.8113892631	-54660.56340947937	-300739.2479797837	4.862243502834196E-11	-1.396709439177381E-11	-1.396709439177381E-11	7.447745308065562E-11	0.23210008930625717	2.173765487214845E10	4.0765609576673055E9	4.0765609576673045E9	1.4191378302705177E10	478191.1980063735	-300739.2479797837
4410000	-355392.9375235792	-54655.38388954095	-300737.55363403825	4.8762575338745184E-11	-1.3876064964370235E-11	-1.3876064964370235E-11	7.458790378842254E-11	0.230085264791176	2.1653869644579594E10	4.0284079141104627E9	4.028407914110462E9	1.4156430148705633E10	479113.08198798716	-300737.55363403825
4420000	-355402.813051905	-54662.33365864007	-300740.4793932649	4.8925685664202564E-11	-1.3604543276837099E-11	-1.3604543276837099E-11	7.609838136525625E-11	0.22296043163860108	2.150837198355049E10	3.8451747884104013E9	3.845174788410401E9	1.3828307881675648E10	479378.9991889908	-300740.4793932649
4430000	-355399.0156983661	-54654.33429631936	-300744.68140204676	5.0274958376701674E-11	-1.374131152416198E-11	-1.374131152416198E-11	7.475768186961911E-11	0.22414260373325615	2.0942781551864254E10	3.84952125707353E9	3.84952125707353E9	1.4084137502399199E10	480015.62846155587	-300744.68140204676
4440000	-355360.66162462084	-54636.9502850728	-300723.71133954806	4.962066257795749E-11	-1.416137523327024E-11	-1.416137523327024E-11	7.515525081909539E-11	0.23189665630138295	2.1298229811580124E10	4.013188977204174E9	4.0131889772041745E9	1.4061988530010908E10	477498.8540729647	-300723.71133954806
4450000	-355319.38407617994	-54601.94737144552	-300717.4367047344	4.972969619124934E-11	-1.4597807041849908E-11	-1.4597807041849908E-11	7.578346975037015E-11	0.23778939005879002	2.1313876665848976E10	4.1055900436695285E9	4.105590043669529E9	1.3986329931076439E10	478178.509095607	-300717.4367047344
4460000	-355271.2526906479	-54569.83533626665	-300701.41735438124	4.9640255327896024E-11	-1.4146293972343414E-11	-1.4146293972343414E-11	7.531147037352104E-11	0.23136364201820644	2.128426921890443E10	3.997977039404405E9	3.9979770394044046E9	1.4029158549871727E10	479113.99561667664	-300701.41735438124
4470000	-355266.6523324441	-54573.74072652835	-300692.91160591575	4.938939152947304E-11	-1.4427494702671585E-11	-1.4427494702671585E-11	7.600094673858785E-11	0.23548572440602833	2.1435962731127377E10	4.0692550819631033E9	4.069255081963103E9	1.3930210103571054E10	479273.82348735456	-300692.91160591575
4480000	-355219.2570613086	-54520.660122739624	-300698.596938569	4.920173774547711E-11	-1.3890957744002917E-11	-1.3890957744002917E-11	7.432888193325907E-11	0.22970114986489693	2.145659132775496E10	4.0099164108483315E9	4.009916410848331E9	1.4203113943890707E10	478548.6115889105	-300698.596938569
4490000	-355205.8730527899	-54513.01282770019	-300692.8602250897	4.955127525803687E-11	-1.4532258623678054E-11	-1.4532258623678054E-11	7.592910669373218E-11	0.2369199078027312	2.1381268193478973E10	4.092213547871324E9	4.0922135478713236E9	1.395339879203982E10	479992.52775537805	-300692.8602250897
4500000	-355217.59854219866	-54521.73885168722	-300695.8596905114	4.980984798184021E-11	-1.473680266772063E-11	-1.473680266772063E-11	7.654602123857614E-11	0.2386625899465302	2.128896716354222E10	4.0985971969839997E9	4.0985971969839997E9	1.3853106940743599E10	479688.0115177067	-300695.8596905114
4510000	-355209.35140561825	-54514.87747485434	-300694.4739307639	4.841150951396088E-11	-1.4260455653662611E-11	-1.4260455653662611E-11	7.691959547643677E-11	0.2336902506311088	2.184946924867997E10	4.050767367494993E9	4.0507673674949937E9	1.3751577629285603E10	479821.6740382	-300694.4739307639
4520000	-355192.0965034622	-54503.21363802309	-300688.8828654391	4.923386931205655E-11	-1.339383659954404E-11	-1.339383659954404E-11	7.677415557775893E-11	0.21785397467638837	2.1323228996901752E10	3.7199998203809395E9	3.719999820380939E9	1.3674198847830042E10	478457.06350581325	-300688.8828654391
4530000	-355184.87642032973	-54511.34064853599	-300673.53577179374	4.93349947335621E-11	-1.3512626963435355E-11	-1.3512626963435355E-11	7.725025821625417E-11	0.21888312201692572	2.1289566996926895E10	3.7239743100561924E9	3.7239743100561924E9	1.3596338703916574E10	478804.226376412	-300673.53577179374
4540000	-355180.38930223655	-54513.09990395262	-300667.28939828393	5.032153787621228E-11	-1.393438314574478E-11	-1.393438314574478E-11	7.698822932927486E-11	0.22387140749100867	2.092071980958857E10	3.786518121682922E9	3.786518121682922E9	1.3674334420567347E10	478760.2419584167	-300667.28939828393
4550000	-355182.5332255111	-54521.629045236405	-300660.9041802747	4.954871477133446E-11	-1.4101856368648804E-11	-1.4101856368648804E-11	7.715594575876069E-11	0.228073795751302	2.1289592925275723E10	3.8911166032223916E9	3.8911166032223916E9	1.3671946563269638E10	480066.2984197489	-300660.9041802747
4560000	-355164.5458026266	-54497.51467469319	-300667.0311279334	4.895047209641299E-11	-1.3379364564481606E-11	-1.3379364564481606E-11	7.625419812293368E-11	0.21899044500569917	2.1457862931116604E10	3.764941183529945E9	3.7649411835299454E9	1.3774618926093922E10	478978.1145072227	-300667.0311279334
4570000	-355149.641593672	-54497.35069889298	-300652.290894779	4.9888216384576784E-11	-1.3637244731220102E-11	-1.3637244731220102E-11	7.695388375097369E-11	0.22009611374883256	2.1065263430435375E10	3.733042943720608E9	3.7330429437206078E9	1.365634025199378E10	479820.2411737677	-300652.290894779
4580000	-355104.643485124	-54460.84483087648	-300643.7986542475	4.93656318742018E-11	-1.4432702865021605E-11	-1.4432702865021605E-11	7.647657007211795E-11	0.23489356514503124	2.1439957372180485E10	4.046161247812363E9	4.0461612478123627E9	1.3839494135727648E10	479698.6524126604	-300643.7986542475
4590000	-355095.81955949526	-54458.90089364804	-300636.9186658472	5.132559833598044E-11	-1.5393060467854324E-11	-1.5393060467854324E-11	7.872056898773153E-11	0.24216638160298368	2.069723547465754E10	4.047148048796185E9	4.047148048796185E9	1.3494541621047426E10	479088.9122813479	-300636.9186658472
4600000	-355055.69592064235	-54421.77097294067	-300633.9249477017	4.9938502755610515E-11	-1.3765442471105293E-11	-1.3765442471105293E-11	7.576562218356135E-11	0.22378775529190026	2.1080353519439E10	3.829974403686203E9	3.829974403686203E9	1.3894445290362232E10	479646.7535542894	-300633.9249477017
4610000	-355033.5066935833	-54401.44193105144	-300632.06476253184	4.993656669003589E-11	-1.3921829026810494E-11	-1.3921829026810494E-11	7.615510423851876E-11	0.2257550362567949	2.110081572689113E10	3.8574164110647936E9	3.8574164110647936E9	1.3836266160963392E10	479255.93105109414	-300632.06476253184
4620000	-354991.7859423659	-54362.77783233814	-300629.00811002776	5.03689832263878E-11	-1.3948731667235596E-11	-1.3948731667235596E-11	7.838661530330141E-11	0.22198936640990857	2.0882565696443607E10	3.716008202370267E9	3.7160082023702664E9	1.3418535769381655E10	479371.1685802193	-300629.00811002776
4630000	-354970.1608047737	-54352.4112369229	-300617.7495678508	5.077972806320391E-11	-1.393952879387813E-11	-1.393952879387813E-11	7.685155070889501E-11	0.22313956923169842	2.0724812581437912E10	3.759118964573399E9	3.7591189645734E9	1.369393769336754E10	477571.9420916809	-300617.7495678508
4640000	-354930.4067135262	-54334.119550756135	-300596.28716277005	4.976227738159995E-11	-1.4326244554533826E-11	-1.4326244554533826E-11	7.752699176560256E-11	0.23065122753836678	2.122469694231613E10	3.9221204391732655E9	3.922120439173266E9	1.3623503666661621E10	479405.50242237427	-300596.28716277005
4650000	-354912.1039451646	-54319.34266158348	-300592.7612835811	5.0372114593282094E-11	-1.5061018810892593E-11	-1.5061018810892593E-11	7.824613733776858E-11	0.23989865098661248	2.106454712625046E10	4.054558490751937E9	4.0545584907519364E9	1.3560615485959766E10	477616.3670619911	-300592.7612835811
4660000	-354882.48325826635	-54289.94633806198	-300592.53692020435	4.99295848149558E-11	-1.4568013425421246E-11	-1.4568013425421246E-11	7.773648081620747E-11	0.2338346777976272	2.118666412741138E10	3.970434527101322E9	3.970434527101322E9	1.360804261253638E10	480177.48760528234	-300592.53692020435
4670000	-354855.73048524343	-54266.55502869382	-300589.1754565496	4.994538167045335E-11	-1.4539525402212162E-11	-1.4539525402212162E-11	7.849134011855383E-11	0.23221575964619062	2.1163072088008198E10	3.920190733750867E9	3.9201907337508664E9	1.3466424591023561E10	477926.957493509	-300589.1754565496
4680000	-354885.5702938144	-54290.40470939027	-300595.16558442416	5.0466962293373736E-11	-1.4787743825083455E-11	-1.4787743825083455E-11	7.849153779943789E-11	0.23495620416791027	2.097273076518156E10	3.9512459376247873E9	3.9512459376247873E9	1.3484638502305874E10	478372.81203470414	-300595.16558442416
4690000	-354864.95888655074	-54276.675183197716	-300588.283703353	5.1334128516992675E-11	-1.4414080358668149E-11	-1.4414080358668149E-11	7.773737902588611E-11	0.22817543920989647	2.055014089421431E10	3.8104112325747547E9	3.810411232574755E9	1.35703517011375E10	480643.00678823434	-300588.283703353
4700000	-354818.3330876872	-54246.26694494632	-300572.0661427409	5.019317166996008E-11	-1.4428731260792644E-11	-1.4428731260792644E-11	7.8506774963808E-11	0.2298541008593407	2.103433371690032E10	3.8658924480199156E9	3.865892448019916E9	1.3448265117275888E10	478596.9873977493	-300572.0661427409
4710000	-354774.0023798981	-54210.80044440976	-300563.2019354883	5.1321672495947975E-11	-1.5198813175353077E-11	-1.5198813175353077E-11	7.810489871388885E-11	0.24006018664439885	2.0676510054524876E10	4.0235429353568916E9	4.0235429353568916E9	1.3586255085800446E10	480682.41448433703	-300563.2019354883
4720000	-354742.29831931496	-54191.003117168744	-300551.2952021462	5.100213306361189E-11	-1.4279111669984287E-11	-1.4279111669984287E-11	7.666036821553939E-11	0.228360807249474	2.0685757581427486E10	3.8530240508752675E9	3.8530240508752675E9	1.3762231844794695E10	478197.8374389671	-300551.2952021462
4730000	-354739.8295823897	-54186.53436711195	-300553.2952152777	5.04171203896998E-11	-1.3737944910007081E-11	-1.3737944910007081E-11	7.65734194717245E-11	0.22110253976895425	2.085400823658336E10	3.741392486890388E9	3.741392486890387E9	1.3730600659147188E10	478569.60532713303	-300553.2952152777
4740000	-354695.34220754437	-54155.59110099943	-300539.7511065449	5.07157613425035E-11	-1.4574301718804852E-11	-1.4574301718804852E-11	7.825821936530901E-11	0.2313403031444449	2.0832665735962917E10	3.87974015388246E9	3.8797401538824596E9	1.350074806406341E10	477016.5629150458	-300539.7511065449
4750000	-354607.2318857545	-54079.325246751134	-300527.90663900337	5.0860385980588516E-11	-1.530236073442902E-11	-1.530236073442902E-11	7.799834938829146E-11	0.2429550349681666	2.0895042314297504E10	4.0993620706355166E9	4.099362070635516E9	1.3625030856684124E10	479241.18849117414	-300527.90663900337
4760000	-354600.2312405493	-54081.16546275911	-300519.0657777902	5.11839661914517E-11	-1.4871426059359384E-11	-1.4871426059359384E-11	7.851771401344606E-11	0.2345858566958014	2.0675131660997337E10	3.9159149706190944E9	3.9159149706190944E9	1.3477662375130775E10	478100.9422042134	-300519.0657777902
4770000	-354619.2401622389	-54076.1691123998	-300543.0710498391	5.081409902419551E-11	-1.491179720694398E-11	-1.491179720694398E-11	7.861633412015852E-11	0.23592908297806067	2.0839560193351234E10	3.9528082676838164E9	3.9528082676838164E9	1.3469764103565624E10	477487.7508266113	-300543.0710498391
4780000	-354603.3574613023	-54069.18788075817	-300534.16958054417	5.120654446514881E-11	-1.462005101479217E-11	-1.462005101479217E-11	7.876533376179963E-11	0.23020703664691125	2.0621601334784306E10	3.8276847075010023E9	3.8276847075010023E9	1.3406417458797522E10	478379.54119798954	-300534.16958054417
4790000	-354573.71248097427	-54044.8709383953	-300528.84154257894	5.146044026842536E-11	-1.3301012789651016E-11	-1.3301012789651016E-11	7.750100849176658E-11	0.21061741849669136	2.0334431971177944E10	3.4898712285487223E9	3.4898712285487223E9	1.3502002647569798E10	477847.3973123101	-300528.84154257894
4800000	-354531.70877652	-54019.129338605264	-300512.5794379147	5.1519919925542235E-11	-1.4578050887672836E-11	-1.4578050887672836E-11	7.848079528881776E-11	0.22926099585286655	2.0486764791917282E10	3.8054800357369485E9	3.8054800357369485E9	1.3448850482831238E10	478183.2066059705	-300512.5794379147
4810000	-354509.3104678409	-53996.47561075455	-300512.83485708636	5.081568273574236E-11	-1.4765714076221913E-11	-1.4765714076221913E-11	7.88302603334289E-11	0.23329696639030492	2.0811692010070644E10	3.8982427859975142E9	3.8982427859975147E9	1.3415664668676264E10	478258.2292989706	-300512.83485708636
4820000	-354453.05279477226	-53943.023050601136	-300510.02974417113	5.1926676928581494E-11	-1.4702908483806857E-11	-1.4702908483806857E-11	7.995640967480268E-11	0.22818198113383653	2.03157020344767E10	3.735784398174791E9	3.735784398174791E9	1.3193775213421637E10	478780.08365829714	-300510.02974417113
4830000	-354466.4714798191	-53969.83027727599	-300496.6412025431	5.078860066964213E-11	-1.4426026094113443E-11	-1.4426026094113443E-11	7.843227024422968E-11	0.2285684045190137	2.0774806539226986E10	3.8211045058598957E9	3.821104505859895E9	1.3452668780647663E10	478345.60393257544	-300496.6412025431
4840000	-354442.0370001211	-53945.31645313708	-300496.720546984	5.2011816866343315E-11	-1.3925408815566869E-11	-1.3925408815566869E-11	7.948924534153354E-11	0.2165722230903269	2.0172564521907673E10	3.533952380840972E9	3.5339523808409715E9	1.3199417444836878E10	480484.1720569423	-300496.720546984
4850000	-354425.8490559599	-53937.18922532732	-300488.65983063256	5.086845464381887E-11	-1.4544558221832371E-11	-1.4544558221832371E-11	7.920241929458756E-11	0.22914323419299035	2.0747953802327274E10	3.81010863998266E9	3.81010863998266E9	1.332555692547965E10	478323.63224206836	-300488.65983063256
4860000	-354417.2209653689	-53926.06692287101	-300491.1540424979	5.064046427186779E-11	-1.4647014025066307E-11	-1.4647014025066307E-11	7.925459232901393E-11	0.2312001118764032	2.086221244477722E10	3.855538326461122E9	3.855538326461122E9	1.3330106090963991E10	477409.4457556019	-300491.1540424979
4870000	-354406.2120215813	-53906.76435828237	-300499.4476632989	5.161100667807575E-11	-1.4350580894316061E-11	-1.4350580894316061E-11	7.804986574449748E-11	0.22610607750902617	2.0419645054385746E10	3.754442949914265E9	3.7544429499142656E9	1.3502629725409075E10	481176.5384364294	-300499.4476632989
4880000	-354391.7821979976	-53888.64691065157	-300503.135287346	5.196487544777869E-11	-1.4443215379765904E-11	-1.4443215379765904E-11	7.951350158111712E-11	0.2246924618632938	2.0266980893458916E10	3.681392019230893E9	3.681392019230893E9	1.3245186249994183E10	477531.4084329626	-300503.135287346
4890000	-354360.446159053	-53870.8633129229	-300489.5828461301	5.1695162268235265E-11	-1.4593140809674865E-11	-1.4593140809674865E-11	7.926275693806706E-11	0.2279760552113866	2.0404663085378487E10	3.756721732648888E9	3.756721732648889E9	1.3307919254581436E10	478872.75145728345	-300489.5828461301
4900000	-354337.37993394665	-53860.551406277096	-300476.82852766954	5.1826222598960105E-11	-1.520644286715031E-11	-1.520644286715031E-11	8.043100595373023E-11	0.23552722017177552	2.0428482163184616E10	3.8622486837448163E9	3.8622486837448163E9	1.3163220469443727E10	480334.82910547685	-300476.82852766954
4910000	-354309.906408495	-53837.47661815535	-300472.4297903396	5.260616005366972E-11	-1.4934704929613155E-11	-1.4934704929613155E-11	7.924431021643519E-11	0.23130994258786816	2.00837472842495E10	3.785064678485618E9	3.785064678485618E9	1.3332551210642765E10	477367.4818986669	-300472.4297903396
4920000	-354307.8499122187	-53849.73468470802	-300458.1152275107	5.107304971568862E-11	-1.458150208837412E-11	-1.458150208837412E-11	7.942803742055982E-11	0.22893882668658216	2.066279696040154E10	3.7933030553736916E9	3.7933030553736906E9	1.3286392194686174E10	477323.88764903974	-300458.1152275107
4930000	-354278.31704369234	-53825.027204262035	-300453.2898394303	5.2410858975243875E-11	-1.5030279984708612E-11	-1.5030279984708612E-11	7.82997076877249E-11	0.234626121527797	2.019154843699621E10	3.8759356234536247E9	3.8759356234536247E9	1.3515457833428385E10	478621.860258495	-300453.2898394303
4940000	-354225.9971133579	-53786.056940263414	-300439.94017309445	5.234748303751845E-11	-1.5390437866777323E-11	-1.5390437866777323E-11	8.070678223892418E-11	0.236781658016098	2.02377562270356E10	3.8592534745482516E9	3.8592534745482516E9	1.3126475513246792E10	477167.13946433336	-300439.94017309445
4950000	-354194.7598300125	-53757.149529545546	-300437.61030046694	5.0944713588750894E-11	-1.415988067834496E-11	-1.415988067834496E-11	8.022804645001414E-11	0.22148632773349863	2.0641726563438263E10	3.6431696653042197E9	3.6431696653042197E9	1.3107471692045523E10	479125.2854235	-300437.61030046694
4960000	-354168.75165287347	-53737.67797173271	-300431.0736811408	5.183753068935416E-11	-1.4660932391347277E-11	-1.4660932391347277E-11	8.093998312968556E-11	0.22633821341878935	2.0332664136694527E10	3.682924096567056E9	3.682924096567056E9	1.302193378881086E10	476970.3123470931	-300431.0736811408
4970000	-354168.4362739061	-53745.613671927145	-300422.82260197896	5.173881584843513E-11	-1.5573768449328665E-11	-1.5573768449328665E-11	8.083582197545102E-11	0.24081500365135963	2.051770883123306E10	3.9529262972721415E9	3.9529262972721415E9	1.3132320955100372E10	477995.1362804302	-300422.82260197896
4980000	-354185.6919567575	-53768.02205275296	-300417.66990400455	5.2252009953414756E-11	-1.5049045591623912E-11	-1.5049045591623912E-11	8.045262203115588E-11	0.23210652848621885	2.0227758737490498E10	3.783698477086042E9	3.7836984770860424E9	1.3137434482586752E10	477426.7722365736	-300417.66990400455
4990000	-354187.9960870858	-53764.030240040825	-300423.965847045	5.2524787791872544E-11	-1.458102026416109E-11	-1.458102026416109E-11	7.981177282463191E-11	0.2252020198657931	2.0055777808164078E10	3.6640421868200917E9	3.6640421868200917E9	1.319887325005831E10	478131.78462389257	-300423.965847045
